Grace Academy,4967658,11.7,-2.7
Grant Thornton Business Services,1224178,22.6,18.3
Grant Thornton Services LLP,OC307863,37.5,34.5
Grant Thornton UK LLP,OC307742,26.5,24.3
Greater Brighton Metropolitan College,,2.1,11.2
Greater London Authority,,9,6.1
GREENBANK SERVICES LIMITED,1529855,-0.4,0.6
Greenhead College,,24,40.2
Greenhous Group (Holdings) Ltd.,5270023,13.1,9.8
Greenhous Group Ltd.,3493415,11,8.8
Greensleeves Homes Trust,3260168,17.2,1.8
GREENVALE AP LIMITED,3163230,16.6,13.6
Greenwood Academies Trust,6864339,27.8,37.8
Greggs PLC,502851,21.7,11.7
GREVAN CARS LIMITED,1852806,19.4,1.1
GREY ADVERTISING LIMITED,539916,20.3,24.6
Grimsby Institute,,10.1,22.4
Grosvenor Estate Management Ltd.,2048534,34.4,27.6
Gsl Dardan Ltd.,4384007,-0.3,-1.4
Gsm Automotive Holdings Ltd.,8922562,32.5,25.8
GUILDFORD BOROUGH COUNCIL HOLDINGS LIMITED,10152910,-9,-22
H M Government Cabinet Office,,10,12.3
H YOUNG (OPERATIONS) LIMITED,706712,23.5,13.1
H+H UK LIMITED,247647,5,10.4
H+S AVIATION LIMITED,422128,12.5,5.8
Hadlow College,,16.6,11.4
HALES GROUP LIMITED,3756814,8.3,7.6
HALL CLEANING SERVICES LIMITED,1545130,0.1,0
HALO LEISURE SERVICES LIMITED,4335715,-8,-3
Hambleton District Council,,-7.7,-12.3
HANOVER (SCOTLAND) HOUSING ASSOCIATION LIMITED,SP1983RS,23.2,26.5
Hanson Academy,,21.9,45
Hard Rock Cafe (UK) Ltd.,1924059,-0.9,3.2
HARD ROCK INTERNATIONAL LIMITED,1334204,-0.9,3.2
Hardenhuish School Ltd,7344277,30.4,56.1
Harlow College,10002899,4.6,13.6
Harrogate Borough Council,,-0.5,-4.1
Harry Fairbairn Ltd.,SC043023,20.8,13.4
HARRY YEARSLEY LIMITED,556895,9.6,12.2
Harsco,569823,-45.9,-36.1
Havelock Europa PLC,782546,15.6,10.1
Hayley Group Ltd.,1257303,18.6,11.2
Hbos PLC,SC218813,25.9,26.4
Healing Multi Academy Trust,7345756,29.6,55.5
Health & Safety Executive,,22.9,26
HEALTHCARE ENVIRONMENTAL SERVICES LIMITED,SC173861,0,0
HELENA PARTNERSHIPS LIMITED,4141767,-0.3,-3
HENDY GROUP LIMITED,192872,18.1,9.3
Henkel Ltd.,215496,29.9,32.7
Henley College Coventry,,15.2,21.1
Her Majesty's Land Registry,,9,18.5
Hereford & Worcester Fire & Rescue Service,,25.8,23.6
Herefordshire Council,,16.3,15.4
Heritage Manor Ltd.,1305965,0.3,-1
HERTS FOR LEARNING LIMITED,8419581,-8.3,-29.6
Hertsmere Borough Council,,1.9,-6.7
HERTZ (U.K.) LIMITED,597994,15.8,24.3
HEXCEL COMPOSITES LIMITED,3069887,-9.3,-14.8
HIGH LIFE HIGHLAND,SC407011,5.4,4.3
HIGHLAND DISTILLERS LIMITED,SC158731,24.7,17.1
HIGHLAND HOME CARERS LIMITED,SC203954,2.9,0
HILL & KNOWLTON LIMITED,953243,18.4,-3.9
Hinchingbrooke School,7732319,20.1,32.1
Hinckley And Bosworth Borough Council,,4.3,0
HIPPODROME CASINO LIMITED,5497987,17.7,4.7
HM Revenue and Customs (HMRC),,8.9,12.5
HM Treasury,,7.1,13.7
HML HOLDINGS PLC,5728008,19.4,9.8
Hobs Reprographics PLC,511368,20.9,16.4
HOGARTH WORLDWIDE LIMITED,6872427,26.7,22
Hollybank Trust,,2.7,0
Home Office,,10.1,15.1
Hopwells Ltd,1404481,2.1,5.5
Hopwood Hall College,,1.1,3.6
Horizons Specialist Academy Trust,8608287,26.7,34
Houghton PLC,63827,-13.5,-22.5
HOUSING & CARE 21,IP16791R,36,28
HR ESSENTIALS LIMITED,4646287,5,0.7
HUDSON GLOBAL RESOURCES LIMITED,3206355,18,20
Hugh Baird College,,6,21.9
Hugo Boss UK Ltd.,3484933,7.2,4.7
Hymans Robertson LLP,OC310282,22.4,20.1
Hyndburn Borough Council,,6.2,2.7
HYPNOS LIMITED,213405,-0.4,-2.4
I CARE (GB) LIMITED,2905218,-0.4,0
I4 Pay Partners Ltd.,5407362,-2,-10
IBC VEHICLES LIMITED,2091272,15.6,0.9
IBSTOCK BRICK LIMITED,63230,7,19
Ideal Carehomes (Number One) Ltd.,7535382,3,6
IFORCE LIMITED,3441816,17.6,0
IG DESIGN GROUP UK LIMITED,2265899,20.9,19.8
Imperial Commercials Ltd,653665,17,21
IN DEPTH SERVICES (CLEANING) LIMITED,1388446,6.6,2.3
INCOMMUNITIES GROUP LIMITED,4221767,2.5,11.2
Independence Matters C.I.C.,8530621,-2.2,-2
Independent Catering Management Ltd.,3222546,0,0
Indigo Sun Retail Ltd.,SC124986,28,39.7
Industrial Site Maintenance Ltd,6603046,-1.4,0
Ingleby Services,643672,25,25
INN ON THE PARK (LONDON) LIMITED,1859449,8.3,11.1
INNOGY BUSINESS SERVICES UK LIMITED,6052966,23,29
INNOGY RENEWABLES UK LIMITED,2550622,22,20
INNOVIA FILMS LIMITED,271998,14.6,15.3
INSIGHT HEALTHCARE LTD.,4391008,12.3,10
Inspiration Trust,8179349,17.8,17.6
Integrated Cleaning Management Ltd.,3193989,5.8,0.3
Intelligent Office UK Ltd.,SC077144,-9.7,-13.3
Intelligent Processing Solutions Ltd.,4007855,27,15
INTERCONTINENTAL HOTELS GROUP SERVICES COMPANY,575108,38,31.7
INTERFLOOR LIMITED,162988,12.8,11.1
INTU MANAGEMENT SERVICES LIMITED,4251697,40.9,35.6
INTU PROPERTIES PLC,3685527,7.8,2.6
INTU RETAIL SERVICES LIMITED,8425923,9.4,2.3
Invictus Education Trust,9284368,27.8,54.2
IOP PUBLISHING LIMITED,467514,23.2,14.3
IRESS FS LIMITED,2958430,15.1,16.8
Irwin Mitchell LLP,OC343897,12.8,15.9
IVOR SHAW LIMITED,755641,19.3,16.7
J. Tomlinson Ltd.,3168455,31.8,39.6
J. WALTER THOMPSON GROUP LIMITED,1660783,38.8,44.7
J.D. Williams & Co. Ltd.,178367,5.9,-7.2
J.N. BENTLEY LIMITED,1085646,17.8,13.6
J5C Management Ltd.,8527453,2,1
JACKSON LIFT SERVICES LIMITED,2186996,35,47
JAMES CONVENIENCE RETAIL LIMITED,9433287,13,2.6
JAMES KEMBALL LIMITED,1146764,-16.6,-25.2
JELD-WEN UK LIMITED,499622,12.7,3
JET2.COM LIMITED,2739537,53.5,49.7
JET2HOLIDAYS LIMITED,4472486,20.4,9.4
JOCKEY CLUB RACECOURSES LIMITED,2909409,3,-23
John Innes Centre,511709,16.2,4.8
John Lewis PLC,233462,13.9,7.8
JOHN NIKE LEISURESPORT LIMITED,1792420,3.2,2.5
JOHNSONS CARS LIMITED,3716766,15.5,10.9
JON RICHARD LIMITED,2734971,23.4,0
JRA FAMILY RESTAURANTS LIMITED,8797348,-3.9,0.2
K & G RESTAURANTS LIMITED,3900766,7.2,0.8
Kantar Media UK Ltd,275304,3.5,-12.7
KANTAR UK LIMITED,3073845,33.3,16.9
Katharine House Hospice,2700516,-0.2,-9.3
Keech Hospice Care,2904446,4.6,0.1
KELTRUCK LIMITED,2880543,12.6,17.3
KENSINGTON CLOSE HOTEL LIMITED,4493133,1,5.8
Kent Union,,6.3,0
KEYSIGHT TECHNOLOGIES UK LIMITED,3809903,25,21
Kimal Holdings Ltd.,7912443,11,-2.4
Kindertons Ltd.,3711080,8.6,0
KINGFISHER INFORMATION TECHNOLOGY SERVICES (UK) LIMITED,2016021,16.9,17.4
Kingfisher PLC,1664812,17.8,31.1
Kingspan,3263720,13,4.1
Kingspan Insulation Ltd.,1882722,19,8
Kingspan Ltd.,1037468,4.1,13
Kingston Smith Group Services Ltd.,7154990,7,0
Kingston upon Hull City Council,,10.2,4.4
Kms (UK) Ltd,3545205,1.3,0
KNIGHTON FOODS LIMITED,8954731,21.1,2.1
Koito Europe Ltd.,945580,18,0
KONDOR LIMITED,3948290,12.6,-0.7
KONECRANES DEMAG UK LIMITED,969869,27.6,28.3
Kostal UK Ltd.,2481321,19.5,9
KPMG UK LIMITED,3580549,22.3,22.1
KPPES LTD,SC349485,6,3
Kuehne + Nagel Drinks Logistics Ltd.,5761433,10.7,18.9
Kuehne + Nagel Ltd.,1722216,4.9,8.1
KWIK-FIT (GB) LIMITED,1009184,-4.5,-15.2
L&Q LIVING LIMITED,IP27902R,16.7,10.3
Lacoste UK Ltd.,2365718,1.2,4.4
Ladbrokes Betting & Gaming Ltd.,775667,15,2
Ladbrokes Coral Group PLC,566221,15,2.5
Lady Manners School,,24.7,52.6
LAGARD’_RE TRAVEL RETAIL (UK) LTD,5092104,12.5,12.2
LALEHAM HEALTH AND BEAUTY LIMITED,997221,11.6,6.4
Lancaster & Morecambe College,,6.9,11.2
Land Securities Properties Ltd.,961477,33.3,36.3
LARKFIELD WITH HILL PARK AUTISTIC TRUST LIMITED,536993,-2,0
Larking Gowen,,12.6,11.5
Lathams Ltd.,967247,-5,-34
LAW SOCIETY,RC000304,11.1,5.6
Lawn Tennis Association Ltd.,7459469,31,18
Lawrence David Ltd.,1110305,19.1,-5.7
Learning In Harmony Multi Academy Trust,9148738,36,31.9
Learning Without Limits Academy Trust,10269535,12.4,14.6
LEBUS UPHOLSTERY LIMITED,5563831,9.5,9.7
Leeds Arts University,,3.6,5.7
Leeds City College,,3.7,2.9
Leeds City Council,,8.6,13.1
Leicester City Council,,0.5,3.1
LENDLEASE CONSTRUCTION (EUROPE) LIMITED,467006,30.4,33
Lenham Storage Co. Ltd.,463800,9.7,8.6
Leonardo Mw Ltd,2426132,18.5,20.4
LIAISE LODDON LIMITED,3044911,-3.7,0
Liberty Leisure Limited,,2.5,0
LIBERTY PRESSING SOLUTIONS (COVENTRY) LIMITED,10519118,8.6,7.8
Life Style Care PLC,5437501,9.3,1.8
LIFESEARCH HOLDINGS LIMITED,8292355,29.7,12.9
LIFESTYLE SERVICES GROUP LIMITED,5114385,43.5,7.2
Lifeways Community Care Ltd.,4126127,7.3,0.9
Lilian Faithfull Homes,6461263,6.8,2.4
Linbrooke Services Ltd.,4487275,28,39.8
Lincolnshire County Council,,11.1,13.3
Lincolnshire Partnership NHS Foundation Trust,,19,15
Lincolnshire Police,,9.9,7.6
Lingfield Education Trust,,-8.5,7.2
Linklaters Business Services,633907,23.2,39.1
LINSCO LIMITED,1370096,4,3
LIQUID FRIDAY LIMITED,5887477,0,0
Liverpool Victoria Friendly Society Limited,MUT00002,27.6,23.5
Livewell Southwest Cic,7584107,16,8
Livewire (Warrington) Cic,7972958,3,0
Living Ambitions Ltd.,2622175,-4.2,-2.6
Lloyd Shoe Co Ltd.,1984976,5,0
LLOYDS BANK ASSET FINANCE LIMITED,615235,24.2,28.8
LLOYDS BANK COMMERCIAL FINANCE LIMITED,733011,27.6,27.6
Lloyds Bank PLC,2065,37.6,42.7
LOCAL CARE DIRECT LIMITED,IP29766R,-11.4,-18.5
LOCAL PENSIONS PARTNERSHIP LTD,9830002,28.3,13.1
Lockheed Martin UK Ampthill Ltd.,585852,14.6,15.3
Lockheed Martin UK Ltd.,2372738,20.4,24.3
LONDON & QUADRANT HOUSING TRUST LIMITED,IP030441,16.6,9.5
London Borough of Hackney,,-2.8,-8
London Borough of Hillingdon,,3.6,0
London Borough Of Hounslow,,7,7.3
London Borough of Redbridge Council,,-3.2,-10.1
LONDON GATEWAY PORT LIMITED,4341592,0.7,2.2
LONETREE LIMITED,3574622,-4.8,-1
LONGACRES GARDEN CENTRE LIMITED,7689770,-0.7,0
Lorimer Care Homes Ltd.,SC412450,0,0
Louis Vuitton UK Ltd.,1633350,5,2
LOUVER-LITE LIMITED,1011431,4.8,-0.7
M & D (Leisure) Ltd.,SC154915,7.6,0
M J BIRTWISTLE & CO LIMITED,4685959,0.7,-0.5
M.P. Moran & Sons Ltd.,1218121,4,7.2
MABEY HIRE LIMITED,6950075,18.5,4.8
MACARTHYS LABORATORIES LIMITED,620024,20.1,5.9
Mach Recruitment Ltd.,6409589,1.9,0
Macintyre Care,894054,-5.7,2.4
Macintyre Hudson LLP,OC312313,14.3,12.4
MAERSK OIL NORTH SEA UK LIMITED,3682299,27.4,35
MAGDALEN COLLEGE SCHOOL OXFORD LIMITED,2106661,6.8,13.3
MAGNA SPECIALIST CONFECTIONERS LIMITED,1050340,8,15
MAGNET LIMITED,2762625,11.5,4.4
Maidstone Borough Council,,5.4,4.9
MALLING HEALTH (UK) LIMITED,7034946,51.6,73
Mama Bear's Day Nursery Ltd,4546256,27.5,1.6
Manchester Airport PLC,1960988,7.3,3.7
MANDARIN ORIENTAL HYDE PARK LIMITED,6192910,-0.1,0.8
Manor Restaurants (UK) Ltd.,6039094,1,1
MARCUS & MARCUS LIMITED,4563001,-0.9,0
Mariposa Care Ltd.,2904093,-4.8,0
MARITZCX LIMITED,1590198,3.1,13.5
MARKS AND SPENCER P.L.C.,214436,12.3,3.3
Marlow Foods Ltd.,1752242,35.1,3.1
MARSHALL CONSTRUCTION LIMITED,SC174699,-0.3,1
Martin-Brower UK Ltd,1601427,-8.9,2.4
MASS CONSULTANTS LIMITED,1705804,25,33
MAWDSLEY-BROOKS & COMPANY LIMITED,44701,4.2,-8.9
MAXUS COMMUNICATIONS (UK) LIMITED,2671949,21.4,9.7
MAYDAY HEALTHCARE PLC,4983787,34.9,18.7
MAZARS LIMITED,5380971,11.5,2.9
MB AEROSPACE NEWTON ABBOT LIMITED,5899633,6.4,8.6
MBNA LIMITED,2783251,15,19
MC TRUCK & BUS LIMITED,1241061,23.5,20.7
MCCAIN FOODS (G.B.) LIMITED,733218,9.3,6.8
"MCKINSEY & COMPANY, INC. UNITED KINGDOM",BR002227,23.8,14.3
MCPHILLIPS (WELLINGTON) LIMITED,832117,9.4,11.3
MECALAC CONSTRUCTION EQUIPMENT UK LIMITED,10516031,-0.2,0
MEDIACOM HOLDINGS LIMITED,3525784,32.2,11.1
MEDIACOM NORTH LIMITED,3207931,23.9,15.7
MEDIAEDGE:CIA (UK) HOLDINGS LIMITED,2689857,12.3,6.1
MEDICAL SERVICES INTERNATIONAL LIMITED,1416977,2.9,-2.1
Mediline Nurses & Carers Ltd.,4607372,8.2,-0.3
MEDINA DAIRY LIMITED,2807474,2.3,12
Medivet Group Ltd.,3481736,28,28
Mental Health Concern,2073465,19.3,17.9
Merlin Housing Society Ltd.,IP30012R,12.9,8
Merseyside Fire and Rescue Service,,12.1,2.3
Metro Bank PLC,6419578,22.4,13.5
METROPOLITAN HOUSING TRUST LIMITED,IP16337R,23.3,14.8
Michael I Holdsworth Ltd.,2027459,2.9,4.7
MICHELDEVER TYRE SERVICES LIMITED,1817398,-13,-19.9
Mid Cheshire College,,6.3,8.9
Mid Devon District Council,,-0.4,1.8
Middlesbrough College,,9.2,9.8
Midsomer Norton Schools Partnership,7365778,28,46.4
Milkwood Care Ltd,3729130,2.9,-7.9
Millbrook Group Ltd.,8696904,13.1,16.1
MILLBROOK PROVING GROUND LIMITED,2230262,13.1,16.1
MILLIKEN INDUSTRIALS LIMITED,172105,-9.2,-14.7
MILLWARD BROWN UK LIMITED,1915514,9.6,8.1
MINDSHARE MEDIA UK LIMITED,3425312,32.2,22.2
Ministry Of Defence,,12.5,14.6
Ministry of Justice,,4.7,10.6
"MINOR,WEIR AND WILLIS LIMITED",776793,15.2,0
MINORFERN LIMITED,1363519,-8.5,-29.4
Minster Care Management Ltd.,3676785,0,0
Minsthorpe Academy Trust,7635467,22.6,42.1
Mirus-Wales,1966665,-3.7,0.4
MJ Gleeson PLC,479529,8.3,0.7
Mobile Windscreens Ltd.,1370175,0.3,-0.5
Modality Partnership,,46,116
Mole Valley District Council,,10.2,6.4
MONDELEZ EUROPE SERVICES GMBH - UK BRANCH,BR010259,21.8,15.3
MONDELEZ UK CONFECTIONERY PRODUCTION LIMITED,474310,9.9,0.7
MONDELEZ UK LIMITED,203663,5.6,8.3
MONDELEZ UK R&D LIMITED,3841804,26.2,22.2
MONTRACON LIMITED,754248,19.7,4.5
Montsaye Community Learning Partnership,7670511,30.9,50.7
MOOR END ACADEMIES TRUST ,7599308,19.1,19.5
MOORES FURNITURE GROUP LIMITED,1083749,3.9,-2.8
Moss Bros Group PLC,134995,-1.6,2.5
Moto Hospitality Ltd.,734299,10.4,3
Mott Macdonald Group Ltd.,1110949,21,20
Movianto UK Ltd.,1243938,4.9,3
MSS GROUP LIMITED,5486864,12.3,3.8
Mutual Clothing & Supply Co. Ltd.,181701,11.4,10.2
Myfresh Prepared Produce Ltd.,2767528,-3,3.8
MYPAY LIMITED,6425704,-11.4,-21.9
N. Notaro Homes Ltd.,1782770,0,0
National Association Of Citizens Advice Bureaux(The),1436945,17.7,23.9
National Audit Office,,10.6,11.3
National Church Institutions,8776679,27,41
National Council Of Young Men's Christian Associations(Incorporated)(The),73749,25.4,5
national employment savings trust,,17.4,24.2
NATIONAL EXHIBITION CENTRE LIMITED (THE),979395,10.1,7.1
NATIONAL FOOTBALL CENTRE LIMITED,2523346,-9.4,1.5
National Grid Electricity Transmission PLC,2366977,5.8,14.5
NATIONAL GRID GAS PLC,2006000,5.5,-0.6
NATIONAL GRID UK LIMITED,4508773,5.2,1.9
National Heritage Memorial Fund,,12.1,18.6
National Institute For Health And Care Excellence,,4.9,6.4
National Portrait Gallery,,8.3,13.1
National Society For The Prevention Of Cruelty To Children,RC000374,14.7,9.2
NATS (EN ROUTE) PUBLIC LIMITED COMPANY,4129273,16.4,17.7
NATS (SERVICES) LIMITED,4129270,19.8,23.5
Natural Resources Wales,,5.5,1.7
Naylor Drainage Ltd,342010,-15,-5
Naylor Industries PLC,2908579,-15,-5
NCO EUROPE LIMITED,3122581,8.2,0
Neovia Logistics Services (U.K.) Ltd.,2136514,1.3,0.3
Network Rail Infrastructure Ltd.,2904587,7,11
NEW BALANCE ATHLETIC SHOES (U.K.) LIMITED,1616165,20,-5
New Charter Housing Trust Ltd.,3807262,8.4,-2.6
New College,,11.8,29.7
New College Durham,,13.2,25.6
NEW ENGLAND SEAFOOD INTERNATIONAL LIMITED,2565953,12.7,0.1
New Forest District Council,,7,-9.5
NEW LOOK RETAILERS LIMITED,1618428,30,20.9
Newcastle City Council,,4.5,6.7
NEWSQUEST (HERALD & TIMES) LIMITED,SC011138,18,17
NEWSQUEST MEDIA GROUP LIMITED,1676637,12,7
NEXEN PETROLEUM U.K. LIMITED,1051137,23.8,18.2
NHS Digital,,16.1,14.1
NHS Resolution formerly NHS Litigation Authority,,8.3,8.1
Niab.,3395389,7.5,1.5
NICE-PAK INTERNATIONAL LIMITED,2119397,8.1,3.5
Niftylift Ltd.,1264184,-0.3,0.4
Nmb-Minebea UK Ltd,2194706,3.1,-22
Norfolk County Council,,6.8,9.7
NORGINE LIMITED,215668,28.3,15.5
North Ayrshire Leisure Ltd.,SC202978,10.5,0.2
North East Autism Society,2859620,1.7,-2.1
North East London Nhs Foundation Trust,,41,15.4
North Midland Construction PLC,425188,19.6,21.8
NORTH WEST COMMUNITY SERVICES (MERSEYSIDE) LIMITED,2021425,-7,0
Northampton General Hospital Nhs Trust,,30,9.5
Northeast Derbyshire Council,,9.7,8.8
NORTHERN LIFE CARE LIMITED,1867042,2.1,1.6
Northern Schools Trust,5067702,-9.3,-1.9
NORTON HEALTHCARE LIMITED,947980,1.5,9
Norwood Schools Ltd.,516901,-5.1,-0.5
NOTCUTTS LIMITED,393104,18.5,0.1
NOTTING HILL HOUSING TRUST,IP16558R,25.8,19.8
NOTTINGHAM CITY HOMES LIMITED,5292636,15.4,22.3
Nottingham Citycare Partnership Cic,7548602,-5.5,-26.7
Nottingham Community Housing Association 2014 Ltd.,IP20614R,19.8,23.4
Nottinghamshire Police,,12,11.6
Novartis Grimsby Ltd.,170180,7.1,14.3
Novartis Pharmaceuticals UK Ltd.,119006,10.8,8.6
Nower Hill High School,7690023,11.2,18.6
NPOWER LIMITED,3653277,19,13
NPOWER YORKSHIRE LIMITED,3937808,-9,10
nugent,,10.3,13.6
NUMATIC INTERNATIONAL LIMITED,773331,25.9,4.3
N-VIRO LIMITED,3032719,6.1,-1.9
NWF AGRICULTURE LIMITED,1117234,25.5,23.6
NWF FUELS LIMITED,1117133,8.4,9.9
NWF Group PLC,2264971,15.8,15.1
Oakham School,6924216,19.2,30.3
OAKWOOD DISTRIBUTION LIMITED,5721635,26.5,12
OASIS DENTAL CARE LIMITED,478127,49.3,35.3
Ocado Group PLC,7098618,-1.4,-1.9
OCEAN LEARNING TRUST ,9628750,35.9,55
OCTOPUS CAPITAL LIMITED,3981143,38.1,40.3
"Office For Standards In Education, Childrens Services And Skills",,8.1,2.3
Ofgem,,5.8,5.8
Oil States Industries (UK) Ltd.,SC163254,14.5,10.4
Oldham Care And Support Ltd,8445791,1.9,11.9
OLDHAM COMMUNITY LEISURE LIMITED,IP29372R,-5.8,-11.2
Oliver Bonas Ltd.,3799350,9.6,1.4
OMAR PARK HOMES LIMITED,6860361,-2,-3
One Call Recruitment Ltd.,3683143,0.9,0
ONE HOUSING GROUP LIMITED,IP20453R,17.8,0.2
ONE STOP STORES LIMITED,2462858,9.6,3.2
ONE YMCA ,4430743,14,16
ONECOM LIMITED,4031272,21.1,16.7
OPTIMUM GROUP SERVICES PLC,2379290,16,17
ORANGE GENIE COVER LIMITED,4896166,14.2,1.3
ORIGIN HOUSING LIMITED,IP10008R,4.1,-1.6
ORWELL HOUSING ASSOCIATION LIMITED,IP16460R,18.1,14.7
OSR RECRUITMENT SERVICES LIMITED,3860355,2.2,1.6
Outlook Care,IP26988R,10.4,4
Outokumpu Stainless Ltd.,2794127,2.6,22.7
Ove Arup & Partners International Ltd.,952468,17.4,16.7
OXFORD ARCHAEOLOGY LIMITED,1618597,5.2,0
Oxford Diocesan Schools Trust,8143249,17.8,23.7
OXFORD INSTRUMENTS NANOTECHNOLOGY TOOLS LIMITED,704320,10.8,19.9
P A S (GRANTHAM) LIMITED,1568027,9,3.6
P.H. JONES FACILITIES MANAGEMENT LTD,1606880,27.2,34.8
Pacific Care Ltd.,SC174016,0,0
Panalpina World Transport Ltd.,357697,23.9,10.7
PANELTEX LIMITED,2607586,-3.8,2.5
Paradigm Trust,8469218,12.4,10.2
PARASOL LIMITED,3940716,2.2,-2
Parkinson's Disease Society Of The United Kingdom,948776,12.3,5.9
Paultons Park Ltd.,2029374,13.2,5.9
PDSA,,28.5,44.3
PEARMAIN PUBS LTD,6342120,19.7,22.7
PEARSON EDUCATION LIMITED,872828,8,3
PEARSON MANAGEMENT SERVICES LIMITED,96263,32,33
PEARSON PROFESSIONAL ASSESSMENTS LIMITED,4904325,11,0
PEARSON SHARED SERVICES LIMITED,4623186,41,60
Peartree Cleaning Services Holdings Ltd.,8786814,0,0
Pendle Borough Council,,-5.5,-36
Peninsula Learning Trust,7565242,35.2,59.8
PENNYHILL PARK LIMITED,1654812,5.7,4
Penumbra,SC091542,4.6,0
PEOPLE IN ACTION ,2486564,7,6
PEPSICO INTERNATIONAL LIMITED,1521219,23.6,25.8
PERSONA CARE AND SUPPORT LIMITED,9725580,4.7,0
PETER COX LIMITED,2438126,27,23
Peter Symonds College,,10.4,32.5
PGL TRAVEL LIMITED,1191534,4.9,-6
PHASE EIGHT (FASHION & DESIGNS) LIMITED,1735454,64.8,54.5
Picturehouse Cinemas Limited,2310403,2.7,0
PINSENT MASONS SERVICES LIMITED,7640706,22.4,22.4
Planet Organic Ltd.,3826282,7.6,3
Plymouth Cast,8438686,35,7
POLYPIPE LIMITED,1099323,22,14.8
Poole High School,,20.9,36.3
PORK FARMS CASPIAN LIMITED,9104836,4.5,5.8
PORK FARMS LIMITED,5998346,5.9,1.2
Porthaven Group Holdings Ltd.,7677720,0,0
Portico Academy Trust,9952066,18,17
Portsmouth City Council,,11,15
Portsmouth Water Ltd.,2536455,14.7,13.1
Pramacare,2359751,13.8,-0.7
PRAXAIR SURFACE TECHNOLOGIES LIMITED,2416734,14.8,10.6
Precise Media Monitoring Ltd,3247942,11.7,2.1
PRECI-SPARK LIMITED,661746,18.1,18.4
PREMIER FOODS GROUP LIMITED,281728,10,12.2
Premium Support Services Ltd.,7323785,2.3,0.1
Preston City Council,,3.2,0
Preston Manor Academy Trust,8359584,9.6,21
PRICEWATERHOUSECOOPERS LLP,OC303525,33.1,34.4
PRICEWATERHOUSECOOPERS SERVICES LIMITED,728502,12,13.1
PRINCESS ALICE HOSPICE,1599796,-0.5,-3.6
Proactive Personnel (West Midlands) Ltd.,4056480,-0.5,6.3
Proactive Personnel Ltd.,3807344,-2.1,-1.8
PROJECT MANAGEMENT (STAFFORDSHIRE) LIMITED,1620399,-15.9,-19.1
PRO-PAK FOODS LIMITED,3556653,15.8,12
PROSPECTS SERVICES ,3042176,12,1.2
PRS FOR MUSIC LIMITED,3444246,17.2,11.5
Q V FOODS LIMITED,2267537,17.9,13.5
Quadrant Catering Ltd.,3511995,5.2,3
Quartzelec Ltd,2364716,27,25
R & R.C.BOND (WHOLESALE) LIMITED,1024495,-6.1,-10.9
R E PEOPLE LIMITED,5506226,3,0
R E Personnel Ltd.,4301078,2,0
RABOBANK LONDON,BR002630,20.2,22.2
RADIAN CAPITAL PLC,7890812,12.8,15.7
RADIAN GROUP LIMITED,3482228,12.8,15.7
RAPPORT HOUSING AND CARE,908333,15,0
RAWLE GAMMON & BAKER HOLDINGS LIMITED,308273,3.2,2.6
Reach Contact Ltd.,1226337,12.3,3.2
READING SCIENTIFIC SERVICES LIMITED,741326,19.1,18.1
Realise Futures Cic,7828443,-25.2,-14.9
Rectella Ltd.,430344,54.2,88
RED EAGLE LIMITED,5288420,0.1,0
Redhall Group PLC,263995,22.8,9.6
REFLEX LABELS LIMITED,3708517,12.7,18.1
REGAL AMUSEMENT MACHINE SALES LIMITED,3329800,7,9
Regis UK Ltd.,2603786,40.9,24.5
Registers of Scotland,,4,0
Regular Cleaning Services Ltd.,2708722,0.4,4.9
Reigate Sixth Form College,,11,8.3
RENAISSANCE CARE (NO1) LIMITED,SC402097,-3.8,0
RENROD LIMITED,1210595,1.4,13.1
RENTOKIL INITIAL 1927 PLC,224814,26,18
RENTOKIL INITIAL UK LTD,301044,0,2
Restaurant Group (The) PLC,SC030343,10.7,6.3
RETHINK MENTAL ILLNESS LTD,4570581,9.6,0
RETIREMENT VILLAGES GROUP LIMITED,5335724,19.4,4.1
REVENUE & CUSTOMS DIGITAL TECHNOLOGY SERVICES LIMITED,9679225,4.6,9.3
RFT REPAIRS LIMITED,8341166,10.4,12.9
Rhubarb Food Design Ltd.,3632492,7,1
RIBBON ACQUISITION LIMITED,5385882,11,0
Richard Wellock & Sons Ltd.,4296795,11.6,2.8
RICHMOND VILLAGES OPERATIONS LIMITED,4779288,23,7.5
Rider Levett Bucknall UK Ltd.,4653580,28.1,32.7
Ridge And Partners LLP,OC309402,29,34
RIDGE SURVEYORS LIMITED,3098448,29,34
Rightmove Group Ltd.,3997679,30.6,37
RING AND RIDE WEST MIDLANDS LIMITED,8355288,0,0
Risedale Estates Ltd.,1974198,10,8.5
RITZ HOTEL (LONDON) LIMITED(THE),64203,5.9,6
RIver Learning Trust,,22.9,39
Rivington and Blackrod High School,,17.3,36
RIXONWAY KITCHENS LIMITED,1382317,14.3,13.8
RM PROPERTY AND FACILITIES SOLUTIONS LIMITED,4235613,28,27
Rnib Charity,8971500,10.3,0
Robert Gordon's College,SC000123,5.2,-7.9
ROHAN DESIGNS LIMITED,1567549,8.8,-0.7
Rolls-Royce Marine Power Operations Ltd.,620485,8,8.2
Rolls-Royce PLC,1003142,6.3,6.3
Rolls-Royce Power Engineering PLC,1305027,11.1,12.3
Rossall School,RC000435,2.2,-1.7
